User_ID,Cust_Name,Product_ID,Gender,Age_Group,Age,Marital_Status,State,Zone,Occupation,Books,Orders,Amount
115485,Rahul Singh,4672,Other,26-35,47,Married,Maharashtra,,,The Guide,,4147.26
115486,Sanjay Mehta,1953,Male,46-60,46,Widowed,Tamil Nadu,East,Engineer,Midnight’s Children,5,2024.92
115487,Sanjay Mehta,3787,Male,18-25,35,Single,UP,East,Doctor,Midnight’s Children,9,2024.92
115488,Neha Gupta,3446,Other,46-60,45,Married,Gujarat,Central,Doctor,The White Tiger,8,255.08
115489,Rahul Singh,,Male,36-45,28,Married,Maharashtra,Central,Business,The God of Small Things,4,2816.7
115490,Arjun Reddy,,Female,46-60,60,Divorced,Karnataka,East,,Interpreter of Maladies,9,6889.31
115491,Deepak Choudhary,4315,Other,36-45,31,Married,UP,South,Business,The White Tiger,3,255.08
115492,Vikram Iyer,3931,Male,60+,22,Divorced,Karnataka,West,Teacher,Gitanjali,1,7449.47
115493,Rahul Singh,,Female,36-45,54,Single,Karnataka,South,Business,The White Tiger,7,255.08
115494,Priya Verma,1508,Other,26-35,44,Single,Maharashtra,North,Business,The Guide,,4147.26
115495,Vikram Iyer,4542,Other,,65,Married,Delhi,West,Artist,The Guide,1,4147.26
115496,Kavita Joshi,1172,Other,60+,30,Single,West Bengal,North,Artist,Midnight’s Children,5,2024.92
115497,Rahul Singh,3229,Female,18-25,63,Single,Karnataka,West,Business,Midnight’s Children,8,2024.92
115498,Vikram Iyer,1551,Female,36-45,23,Married,Delhi,Central,Teacher,The Guide,2,4147.26
115499,Sanjay Mehta,2474,Male,46-60,,Divorced,Gujarat,South,Engineer,Ramayana,9,8854.81
115500,Anjali Nair,4410,Female,18-25,23,Divorced,Karnataka,South,Artist,The God of Small Things,4,2816.7
115501,Vikram Iyer,3188,Other,26-35,50,Single,UP,West,Other,The Guide,5,4147.26
115502,Kavita Joshi,4522,Male,46-60,52,Single,West Bengal,North,Teacher,Midnight’s Children,7,2024.92
115503,Vikram Iyer,2839,Other,,67,Single,Maharashtra,North,,Interpreter of Maladies,8,6889.31
115504,Priya Verma,2081,Other,26-35,45,Married,UP,South,Doctor,A Suitable Boy,2,2590.53
115505,Priya Verma,2337,Male,18-25,51,Married,Delhi,South,Business,The Guide,6,4147.26
115506,Arjun Reddy,4127,Other,60+,37,Divorced,Tamil Nadu,South,Engineer,The White Tiger,1,255.08
115507,Rahul Singh,4736,Male,26-35,63,,UP,North,Teacher,The God of Small Things,2,2816.7
115508,Anjali Nair,2654,Male,60+,48,Divorced,,West,,The God of Small Things,6,2816.7
115509,Sanjay Mehta,4525,Male,26-35,39,Single,Tamil Nadu,West,Business,Gitanjali,1,7449.47
115510,Amit Sharma,2561,Male,,67,Divorced,Karnataka,East,Other,The Guide,2,4147.26
115511,Vikram Iyer,4610,Other,26-35,31,Married,Gujarat,South,Other,Interpreter of Maladies,2,6889.31
115512,Arjun Reddy,,Male,18-25,19,Divorced,UP,North,Teacher,Malgudi Days,3,7435
115513,Sanjay Mehta,1287,Female,18-25,,Divorced,Gujarat,Central,Artist,The God of Small Things,9,2816.7
115514,Deepak Choudhary,1086,Other,26-35,32,,Karnataka,,Artist,Train to Pakistan,9,6049.98
115515,Priya Verma,1112,,26-35,,,Karnataka,South,Teacher,A Suitable Boy,1,2590.53
115516,Neha Gupta,2362,Other,26-35,20,Married,Delhi,South,Doctor,Midnight’s Children,7,2024.92
115517,Neha Gupta,,Other,18-25,63,Divorced,Delhi,East,Business,The Guide,4,4147.26
115518,Rahul Singh,3600,Male,18-25,66,Single,Karnataka,Central,Teacher,The Guide,9,4147.26
115519,Rahul Singh,2620,Male,26-35,23,Divorced,West Bengal,Central,Teacher,Gitanjali,6,7449.47
115520,Vikram Iyer,2538,Other,26-35,21,Widowed,Gujarat,East,,Interpreter of Maladies,2,6889.31
115521,Amit Sharma,1033,Female,60+,51,Single,Karnataka,South,Doctor,The White Tiger,7,255.08
115522,Neha Gupta,1077,Other,46-60,27,,West Bengal,North,Teacher,The White Tiger,5,255.08
115523,Arjun Reddy,3729,Male,26-35,56,Divorced,Tamil Nadu,West,Teacher,Gitanjali,3,7449.47
115524,Deepak Choudhary,4903,Other,36-45,39,Married,West Bengal,North,Business,The God of Small Things,,2816.7
115525,Priya Verma,3825,Female,46-60,30,Single,Maharashtra,East,Teacher,Interpreter of Maladies,9,6889.31
115526,Amit Sharma,4715,Male,18-25,,Widowed,Gujarat,North,Artist,Midnight’s Children,,2024.92
115527,Priya Verma,3971,Other,60+,51,Widowed,Delhi,North,Engineer,Malgudi Days,6,7435
115528,Kavita Joshi,1858,Other,46-60,67,Divorced,Gujarat,North,Business,Train to Pakistan,9,6049.98
115529,Rahul Singh,1264,Female,46-60,30,Single,Maharashtra,Central,Doctor,The God of Small Things,3,2816.7
115530,Priya Verma,4480,Male,18-25,62,Widowed,Gujarat,South,Business,The White Tiger,6,255.08
115531,Deepak Choudhary,3948,Male,26-35,52,Divorced,Maharashtra,West,Business,Midnight’s Children,6,2024.92
115532,Amit Sharma,2077,Other,18-25,33,Widowed,Delhi,West,Other,The White Tiger,8,255.08
115533,Deepak Choudhary,,Other,26-35,30,Married,,East,Business,Ramayana,2,8854.81
115534,Arjun Reddy,3498,Male,60+,25,Single,Tamil Nadu,South,Other,The White Tiger,4,255.08
115535,Anjali Nair,4338,Other,46-60,23,Divorced,Gujarat,North,Doctor,Train to Pakistan,1,6049.98
115536,Priya Verma,2858,Female,46-60,50,Single,Tamil Nadu,East,Artist,The God of Small Things,9,2816.7
115537,Sanjay Mehta,4772,Other,60+,30,Divorced,West Bengal,North,Teacher,Gitanjali,,7449.47
115538,Sanjay Mehta,3182,Other,36-45,20,Single,Tamil Nadu,North,Business,A Suitable Boy,8,2590.53
115539,Kavita Joshi,4971,Female,18-25,,Divorced,Karnataka,East,Artist,Midnight’s Children,1,2024.92
115540,Kavita Joshi,2751,Other,18-25,35,Divorced,Gujarat,Central,Artist,Gitanjali,4,7449.47
115541,Arjun Reddy,1165,Other,26-35,34,Widowed,West Bengal,West,Other,Ramayana,4,8854.81
115542,Kavita Joshi,2990,Male,26-35,46,Divorced,UP,,Business,Gitanjali,8,7449.47
115543,Vikram Iyer,1818,,26-35,62,Married,,East,Artist,Train to Pakistan,1,6049.98
115544,Neha Gupta,2973,Male,18-25,66,Married,Karnataka,East,Doctor,The White Tiger,9,255.08
115545,Rahul Singh,2119,Male,60+,18,Married,Karnataka,West,Artist,The God of Small Things,7,2816.7
115546,Neha Gupta,2666,Female,18-25,,Widowed,West Bengal,Central,Teacher,The God of Small Things,3,2816.7
115547,Vikram Iyer,1991,Male,26-35,42,Single,,West,Teacher,Train to Pakistan,5,6049.98
115548,Anjali Nair,3887,Other,18-25,50,Widowed,Delhi,South,Other,Train to Pakistan,2,6049.98
115549,Amit Sharma,4714,Male,,30,Married,Delhi,South,Engineer,Interpreter of Maladies,7,6889.31
115550,Vikram Iyer,2305,Male,26-35,20,Widowed,West Bengal,South,Doctor,Interpreter of Maladies,,6889.31
115551,Rahul Singh,,Male,36-45,65,Single,Tamil Nadu,,Teacher,Ramayana,5,8854.81
115552,Amit Sharma,2768,Other,36-45,32,Single,Gujarat,West,Doctor,Train to Pakistan,2,6049.98
115553,Vikram Iyer,4303,Female,26-35,30,Divorced,Maharashtra,East,Teacher,Train to Pakistan,8,6049.98
115554,Rahul Singh,4331,Male,26-35,53,Married,Gujarat,North,Business,Gitanjali,7,7449.47
115555,Sanjay Mehta,3138,Female,60+,56,Single,Tamil Nadu,East,Engineer,A Suitable Boy,9,2590.53
115556,Vikram Iyer,3636,Male,18-25,50,Married,Gujarat,Central,Engineer,Gitanjali,7,7449.47
115557,Vikram Iyer,3609,Female,18-25,68,Single,Karnataka,West,Business,Midnight’s Children,,2024.92
115558,Kavita Joshi,4212,Male,18-25,52,Single,Delhi,Central,Doctor,Ramayana,8,8854.81
115559,Rahul Singh,2609,Other,46-60,55,Widowed,Delhi,North,Other,The God of Small Things,9,2816.7
115560,Anjali Nair,3768,Male,18-25,48,Divorced,West Bengal,South,Artist,Malgudi Days,6,7435
115561,Anjali Nair,3599,Other,36-45,25,Married,UP,South,Engineer,A Suitable Boy,5,2590.53
115562,Rahul Singh,4797,Male,60+,62,Widowed,,East,,Interpreter of Maladies,6,6889.31
115563,Arjun Reddy,1414,Other,,57,Divorced,West Bengal,West,Business,Malgudi Days,5,7435
115564,Amit Sharma,3683,Male,18-25,49,Divorced,Delhi,West,Artist,Train to Pakistan,4,6049.98
115565,Kavita Joshi,2062,Male,36-45,56,Single,UP,West,Engineer,A Suitable Boy,,2590.53
115566,Arjun Reddy,2859,Male,36-45,66,Divorced,Karnataka,Central,,The God of Small Things,6,2816.7
115567,Amit Sharma,4000,Female,36-45,69,Single,Delhi,South,Artist,The God of Small Things,1,2816.7
115568,Kavita Joshi,4377,Female,60+,66,Married,,Central,Doctor,The God of Small Things,1,2816.7
,Vikram Iyer,4230,Other,60+,19,Divorced,Karnataka,East,,The White Tiger,2,255.08
115570,Deepak Choudhary,3848,Male,36-45,53,Widowed,Gujarat,West,Doctor,A Suitable Boy,,2590.53
115571,Arjun Reddy,2719,Male,26-35,64,Married,Tamil Nadu,North,Doctor,The God of Small Things,6,2816.7
115572,Neha Gupta,4504,Other,26-35,53,Divorced,Maharashtra,South,Doctor,Ramayana,7,8854.81
115573,Priya Verma,3323,Male,18-25,63,Married,West Bengal,North,Other,Interpreter of Maladies,3,6889.31
115574,Priya Verma,3593,Other,60+,,Divorced,Delhi,Central,Artist,Ramayana,1,8854.81
,Vikram Iyer,4670,Female,,44,Married,West Bengal,South,Engineer,The God of Small Things,3,2816.7
,Deepak Choudhary,3979,Male,36-45,30,Single,Maharashtra,,Artist,A Suitable Boy,,2590.53
115577,Rahul Singh,3383,Other,18-25,41,Divorced,Tamil Nadu,Central,Engineer,Midnight’s Children,,2024.92
115578,Amit Sharma,1474,Female,36-45,51,Married,Maharashtra,,Other,Gitanjali,,7449.47
115579,Amit Sharma,3390,Female,60+,24,Widowed,UP,North,Engineer,A Suitable Boy,2,2590.53
115580,Neha Gupta,2165,Male,26-35,43,Widowed,Maharashtra,North,Teacher,Train to Pakistan,9,6049.98
115581,Sanjay Mehta,3917,Other,26-35,58,Widowed,West Bengal,East,Engineer,Malgudi Days,5,7435
115582,Rahul Singh,2879,Male,,47,Married,Tamil Nadu,North,Artist,A Suitable Boy,4,2590.53
115583,Amit Sharma,2280,Other,46-60,39,Widowed,Maharashtra,West,Other,The White Tiger,5,255.08
115584,Anjali Nair,4856,Male,26-35,48,,Gujarat,Central,Teacher,Train to Pakistan,5,6049.98
115585,Sanjay Mehta,3187,Other,26-35,23,Widowed,Delhi,North,Business,The Guide,,4147.26
115586,Arjun Reddy,4265,Female,46-60,64,Single,Tamil Nadu,North,Doctor,The God of Small Things,6,2816.7
115587,Neha Gupta,4876,Male,36-45,42,Single,West Bengal,East,Doctor,The White Tiger,3,255.08
115588,Arjun Reddy,4881,Female,26-35,26,Single,West Bengal,,Artist,Ramayana,8,8854.81
115589,Rahul Singh,3269,Other,26-35,47,Divorced,West Bengal,Central,Doctor,Gitanjali,9,7449.47
115590,Deepak Choudhary,3785,Other,,66,Divorced,Gujarat,South,Teacher,The Guide,8,4147.26
115591,Arjun Reddy,3323,Female,60+,29,Widowed,Delhi,East,Doctor,Malgudi Days,2,7435
115592,Anjali Nair,3584,Female,60+,30,Divorced,UP,West,Engineer,Interpreter of Maladies,1,6889.31
115593,Deepak Choudhary,3883,Other,18-25,20,Widowed,West Bengal,,Business,Midnight’s Children,1,2024.92
115594,Vikram Iyer,3805,Female,26-35,24,Married,Maharashtra,East,Teacher,The God of Small Things,3,2816.7
115595,Neha Gupta,4404,,36-45,,Widowed,Delhi,West,Business,The God of Small Things,6,2816.7
115596,Kavita Joshi,4762,Female,46-60,38,Married,UP,Central,Doctor,The Guide,1,4147.26
115597,Vikram Iyer,4195,Male,46-60,28,Single,Tamil Nadu,Central,Engineer,Midnight’s Children,6,2024.92
115598,Deepak Choudhary,3310,Female,18-25,63,,Gujarat,East,Doctor,Malgudi Days,4,7435
115599,Arjun Reddy,3334,Female,26-35,68,Widowed,West Bengal,North,Business,The God of Small Things,4,2816.7
115600,Priya Verma,4663,Male,26-35,43,Single,UP,West,Artist,Midnight’s Children,1,2024.92
115601,Neha Gupta,3306,Male,26-35,52,Divorced,Tamil Nadu,West,Business,A Suitable Boy,1,2590.53
115602,Anjali Nair,4304,Male,36-45,59,Single,Tamil Nadu,North,,Ramayana,7,8854.81
115603,Rahul Singh,1784,Female,36-45,29,Divorced,West Bengal,Central,Other,A Suitable Boy,4,2590.53
115604,Rahul Singh,3707,Male,26-35,68,Divorced,Gujarat,,Engineer,Gitanjali,6,7449.47
115605,Vikram Iyer,,Female,26-35,51,Married,Maharashtra,,Other,Interpreter of Maladies,6,6889.31
115606,Priya Verma,3529,Female,46-60,41,Widowed,,East,Business,Interpreter of Maladies,2,6889.31
115607,Sanjay Mehta,,Female,60+,31,Divorced,Maharashtra,West,Teacher,Midnight’s Children,7,2024.92
115608,Vikram Iyer,3812,Female,60+,29,Married,Maharashtra,South,Teacher,Train to Pakistan,6,6049.98
115609,Arjun Reddy,,Other,36-45,23,Married,Tamil Nadu,Central,,Train to Pakistan,9,6049.98
115610,Anjali Nair,4812,Male,36-45,19,Married,Karnataka,Central,Other,A Suitable Boy,1,2590.53
,Sanjay Mehta,3351,Male,36-45,42,Single,West Bengal,West,Business,Train to Pakistan,1,6049.98
115612,Priya Verma,1949,Male,46-60,31,Divorced,West Bengal,East,Business,Interpreter of Maladies,8,6889.31
115613,Priya Verma,4153,Female,,53,Widowed,Gujarat,West,Artist,The God of Small Things,1,2816.7
115614,Arjun Reddy,3000,Male,26-35,27,Married,Tamil Nadu,North,Artist,Train to Pakistan,3,6049.98
115615,Deepak Choudhary,1688,Male,18-25,36,Married,Gujarat,South,Other,The God of Small Things,2,2816.7
115616,Anjali Nair,4469,Male,18-25,53,Widowed,Delhi,East,Business,Malgudi Days,6,7435
,Priya Verma,1173,Male,36-45,48,Divorced,West Bengal,North,Engineer,A Suitable Boy,3,2590.53
115618,Arjun Reddy,4671,Other,18-25,65,Single,Karnataka,North,,The Guide,3,4147.26
115619,Vikram Iyer,2121,Female,36-45,29,Married,UP,East,Business,Interpreter of Maladies,4,6889.31
115620,Neha Gupta,2529,Other,18-25,,Married,Delhi,Central,Teacher,A Suitable Boy,1,2590.53
115621,Deepak Choudhary,4034,Other,60+,22,Divorced,Tamil Nadu,South,Doctor,The White Tiger,3,255.08
115622,Rahul Singh,4586,Other,60+,22,Married,Delhi,East,Doctor,The White Tiger,7,255.08
115623,Kavita Joshi,4189,Male,26-35,48,Widowed,Maharashtra,East,Engineer,Ramayana,9,8854.81
115624,Kavita Joshi,2411,Female,36-45,22,Married,UP,West,Teacher,Gitanjali,7,7449.47
115625,Sanjay Mehta,2577,Female,18-25,24,Married,UP,South,Engineer,A Suitable Boy,9,2590.53
115626,Rahul Singh,4795,Male,60+,67,Married,Karnataka,South,Business,The Guide,1,4147.26
115627,Vikram Iyer,2122,Female,46-60,30,Single,Karnataka,South,Engineer,Gitanjali,9,7449.47
115628,Vikram Iyer,1055,Other,60+,48,Married,West Bengal,West,Teacher,Gitanjali,7,7449.47
115629,Arjun Reddy,3229,Other,,30,Single,UP,West,Doctor,Gitanjali,5,7449.47
115630,Neha Gupta,3940,Other,18-25,,Married,Gujarat,West,Business,The Guide,3,4147.26
115631,Deepak Choudhary,,Male,60+,24,Divorced,Gujarat,East,,The God of Small Things,3,2816.7
115632,Neha Gupta,2767,Other,60+,57,Single,West Bengal,,Engineer,The White Tiger,1,255.08
115633,Priya Verma,1229,Other,36-45,26,Divorced,Delhi,East,Teacher,Malgudi Days,2,7435
115634,Amit Sharma,3207,Male,36-45,69,Divorced,Tamil Nadu,,Doctor,The Guide,,4147.26
115635,Arjun Reddy,2491,Other,26-35,26,Married,Delhi,North,Teacher,The Guide,8,4147.26
115636,Kavita Joshi,2715,Female,36-45,41,Married,Gujarat,West,Doctor,The White Tiger,4,255.08
115637,Kavita Joshi,1712,,46-60,,Married,UP,South,Business,Malgudi Days,3,7435
115638,Rahul Singh,3768,,18-25,,Married,,Central,Artist,Train to Pakistan,7,6049.98
115639,Priya Verma,1403,Male,36-45,63,Divorced,Karnataka,East,Other,Malgudi Days,,7435
115640,Arjun Reddy,1456,Other,60+,43,Widowed,Karnataka,,Engineer,Ramayana,3,8854.81
115641,Kavita Joshi,1019,Other,46-60,57,Divorced,UP,South,Business,Midnight’s Children,8,2024.92
115642,Anjali Nair,1664,Female,60+,66,Divorced,,South,Business,The Guide,6,4147.26
115643,Vikram Iyer,1888,Male,60+,69,Divorced,Gujarat,Central,Engineer,The God of Small Things,8,2816.7
115644,Anjali Nair,3162,Other,18-25,69,Single,Delhi,South,Teacher,Train to Pakistan,5,6049.98
115645,Deepak Choudhary,,Male,26-35,55,Married,Maharashtra,South,Doctor,A Suitable Boy,2,2590.53
115646,Sanjay Mehta,1993,Female,60+,35,Divorced,Tamil Nadu,West,Doctor,The Guide,3,4147.26
115647,Neha Gupta,1234,Male,46-60,42,Divorced,Gujarat,West,Other,Interpreter of Maladies,5,6889.31
115648,Amit Sharma,4409,Male,46-60,40,Married,Maharashtra,Central,Artist,The White Tiger,8,255.08
115649,Rahul Singh,1540,Other,36-45,33,Divorced,Maharashtra,West,Artist,Midnight’s Children,7,2024.92
115650,Priya Verma,3751,Other,26-35,44,Widowed,Tamil Nadu,South,Teacher,Ramayana,9,8854.81
115651,Anjali Nair,3380,Other,46-60,25,Divorced,UP,East,Other,The Guide,2,4147.26
115652,Sanjay Mehta,1017,Other,18-25,68,Single,Karnataka,North,Teacher,The Guide,4,4147.26
115653,Rahul Singh,1625,Female,18-25,61,Married,UP,West,Engineer,Malgudi Days,6,7435
115654,Vikram Iyer,3876,Female,36-45,60,Married,,North,Engineer,Midnight’s Children,6,2024.92
115655,Neha Gupta,4047,Female,26-35,22,Single,Maharashtra,Central,Doctor,The Guide,7,4147.26
115656,Kavita Joshi,2149,Female,36-45,52,Married,Delhi,Central,Engineer,Train to Pakistan,8,6049.98
,Anjali Nair,2403,Other,18-25,,Divorced,Karnataka,West,Teacher,Ramayana,5,8854.81
115658,Rahul Singh,1412,Other,36-45,39,Married,Karnataka,South,Artist,The Guide,3,4147.26
115659,Priya Verma,3124,Female,46-60,44,Married,Gujarat,Central,Other,Gitanjali,2,7449.47
115660,Deepak Choudhary,3624,Male,60+,24,Widowed,Gujarat,Central,Artist,Midnight’s Children,2,2024.92
115661,Anjali Nair,2235,Female,36-45,30,Single,UP,Central,Other,Gitanjali,5,7449.47
115662,Amit Sharma,1237,Male,46-60,33,Single,Karnataka,,Teacher,A Suitable Boy,4,2590.53
115663,Sanjay Mehta,,Male,46-60,58,Divorced,UP,West,Teacher,The White Tiger,,255.08
115664,Rahul Singh,,Male,46-60,24,Divorced,Delhi,East,Teacher,Ramayana,8,8854.81
115665,Kavita Joshi,1465,Female,18-25,43,Widowed,Delhi,West,Engineer,Gitanjali,8,7449.47
115666,Neha Gupta,1277,Male,18-25,52,Single,Gujarat,East,Engineer,Interpreter of Maladies,4,6889.31
115667,Anjali Nair,4879,Other,,,Single,Tamil Nadu,North,Engineer,Interpreter of Maladies,6,6889.31
115668,Priya Verma,3315,Female,26-35,66,Divorced,Delhi,North,Business,Midnight’s Children,1,2024.92
,Neha Gupta,1259,Other,46-60,44,Divorced,West Bengal,East,Business,Interpreter of Maladies,6,6889.31
115670,Neha Gupta,3392,Female,18-25,50,Single,Karnataka,Central,Artist,Gitanjali,6,7449.47
115671,Arjun Reddy,4169,Male,46-60,44,Widowed,Delhi,North,Other,Malgudi Days,6,7435
115672,Arjun Reddy,2004,Male,36-45,56,Widowed,Tamil Nadu,East,Engineer,Gitanjali,9,7449.47
115673,Amit Sharma,4082,Male,26-35,42,Divorced,Gujarat,Central,Business,A Suitable Boy,9,2590.53
115674,Priya Verma,3830,Other,36-45,41,Divorced,Tamil Nadu,North,Doctor,Gitanjali,6,7449.47
115675,Rahul Singh,4541,Other,26-35,31,Single,UP,East,Other,Malgudi Days,6,7435
115676,Vikram Iyer,1392,Other,60+,57,Widowed,Tamil Nadu,East,Artist,Train to Pakistan,6,6049.98
115677,Rahul Singh,4175,Male,18-25,40,Single,West Bengal,Central,,Malgudi Days,7,7435
115678,Amit Sharma,3193,Male,26-35,19,Widowed,Karnataka,North,Teacher,The God of Small Things,8,2816.7
115679,Arjun Reddy,1688,Male,36-45,18,Married,,East,Business,Gitanjali,7,7449.47
115680,Arjun Reddy,,Female,60+,63,Divorced,Tamil Nadu,,Artist,Gitanjali,1,7449.47
115681,Arjun Reddy,2945,Male,46-60,21,Widowed,Gujarat,Central,Artist,The White Tiger,8,255.08
115682,Deepak Choudhary,1571,Other,60+,63,Single,West Bengal,North,Business,Gitanjali,9,7449.47
115683,Arjun Reddy,3252,Other,18-25,38,Widowed,Delhi,Central,Engineer,Interpreter of Maladies,6,6889.31
115684,Rahul Singh,4794,Other,18-25,35,Married,Karnataka,West,Doctor,The God of Small Things,8,2816.7
115685,Sanjay Mehta,4749,Other,,,Divorced,UP,West,Engineer,The God of Small Things,1,2816.7
115686,Neha Gupta,4878,Female,60+,23,Widowed,UP,North,Other,Malgudi Days,6,7435
115687,Deepak Choudhary,2074,Female,26-35,65,,Tamil Nadu,Central,Teacher,Ramayana,1,8854.81
115688,Rahul Singh,4397,Male,46-60,54,Married,UP,North,Artist,Gitanjali,3,7449.47
115689,Sanjay Mehta,3041,Other,60+,59,Married,Maharashtra,East,Doctor,Gitanjali,,7449.47
115690,Deepak Choudhary,2309,Other,46-60,49,Widowed,Delhi,South,Other,Malgudi Days,,7435
,Priya Verma,2724,Female,26-35,69,Married,Tamil Nadu,North,Business,Malgudi Days,1,7435
115692,Kavita Joshi,3329,Female,60+,46,Widowed,Delhi,East,Engineer,Train to Pakistan,1,6049.98
115693,Sanjay Mehta,1597,Other,18-25,44,Divorced,Karnataka,East,Other,The Guide,3,4147.26
115694,Arjun Reddy,1059,Other,46-60,54,Widowed,West Bengal,,Engineer,Midnight’s Children,6,2024.92
115695,Kavita Joshi,1663,Female,26-35,64,Married,Tamil Nadu,West,Business,The God of Small Things,9,2816.7
115696,Priya Verma,3601,Other,36-45,63,Divorced,Gujarat,Central,Engineer,Malgudi Days,2,7435
115697,Rahul Singh,1902,,18-25,57,Divorced,Delhi,North,Other,Gitanjali,8,7449.47
115698,Vikram Iyer,3784,Female,60+,52,Married,UP,West,Business,Train to Pakistan,1,6049.98
115699,Arjun Reddy,4864,Other,18-25,30,Divorced,Tamil Nadu,East,Teacher,The God of Small Things,1,2816.7
115700,Kavita Joshi,2557,Male,36-45,27,Divorced,UP,North,,The White Tiger,4,255.08
115701,Anjali Nair,,Male,18-25,47,Single,West Bengal,East,Teacher,The God of Small Things,1,2816.7
115702,Priya Verma,3918,Female,60+,58,Married,Karnataka,,Engineer,Interpreter of Maladies,4,6889.31
115703,Kavita Joshi,2180,Male,36-45,22,Single,Karnataka,East,Teacher,Ramayana,9,8854.81
115704,Neha Gupta,3870,Female,26-35,54,Widowed,West Bengal,West,Other,Train to Pakistan,6,6049.98
115705,Sanjay Mehta,2420,Male,36-45,64,Widowed,Gujarat,West,Artist,A Suitable Boy,8,2590.53
115706,Vikram Iyer,2675,Male,26-35,40,Widowed,UP,South,Other,Train to Pakistan,4,6049.98
115707,Priya Verma,2433,Female,46-60,24,Single,Gujarat,Central,Teacher,Interpreter of Maladies,1,6889.31
115708,Neha Gupta,1432,Other,46-60,51,Married,Tamil Nadu,Central,Teacher,The God of Small Things,9,2816.7
115709,Vikram Iyer,1236,Male,26-35,35,Single,Gujarat,West,Business,The White Tiger,1,255.08
,Sanjay Mehta,2860,Male,46-60,41,Widowed,Karnataka,Central,Teacher,The White Tiger,,255.08
115711,Amit Sharma,3441,Other,36-45,42,Single,Tamil Nadu,Central,Business,The White Tiger,8,255.08
115712,Amit Sharma,4247,Other,18-25,28,Married,West Bengal,East,Artist,The God of Small Things,1,2816.7
115713,Vikram Iyer,1138,Other,36-45,34,Widowed,Tamil Nadu,Central,Other,Train to Pakistan,9,6049.98
115714,Priya Verma,1598,Other,60+,51,Single,Gujarat,West,Engineer,The Guide,1,4147.26
115715,Anjali Nair,4517,Male,18-25,68,,UP,West,Business,Midnight’s Children,8,2024.92
115716,Deepak Choudhary,2753,Other,18-25,59,Widowed,Delhi,North,Engineer,Malgudi Days,5,7435
115717,Priya Verma,3009,Female,60+,64,Divorced,Tamil Nadu,North,Engineer,The Guide,,4147.26
115718,Vikram Iyer,4417,Other,18-25,18,Single,West Bengal,North,Doctor,The White Tiger,9,255.08
115719,Kavita Joshi,3739,Male,46-60,23,Married,Karnataka,,Business,The Guide,5,4147.26
115720,Sanjay Mehta,4182,Male,36-45,24,Widowed,Tamil Nadu,,Artist,Malgudi Days,2,7435
115721,Sanjay Mehta,2419,Male,60+,53,Single,Maharashtra,East,Teacher,Interpreter of Maladies,9,6889.31
115722,Rahul Singh,1480,Male,26-35,39,Widowed,Maharashtra,South,Other,The God of Small Things,5,2816.7
115723,Sanjay Mehta,4661,Female,46-60,39,Divorced,Karnataka,South,Business,Train to Pakistan,9,6049.98
115724,Neha Gupta,2796,Male,36-45,19,Widowed,Karnataka,East,Business,Train to Pakistan,7,6049.98
115725,Rahul Singh,3585,Female,18-25,64,Married,Tamil Nadu,East,Artist,Train to Pakistan,7,6049.98
,Arjun Reddy,,Female,36-45,69,Single,Maharashtra,East,Other,Gitanjali,7,7449.47
115727,Deepak Choudhary,1858,Male,18-25,,Widowed,Gujarat,South,Doctor,The God of Small Things,4,2816.7
115728,Sanjay Mehta,2665,,36-45,58,Divorced,West Bengal,East,Business,Ramayana,8,8854.81
115729,Kavita Joshi,1115,Other,36-45,66,Widowed,Maharashtra,Central,Artist,Train to Pakistan,5,6049.98
115730,Anjali Nair,1549,Other,36-45,33,Single,West Bengal,South,Artist,Interpreter of Maladies,1,6889.31
115731,Kavita Joshi,4902,Male,60+,39,Married,UP,North,Other,Interpreter of Maladies,9,6889.31
115732,Deepak Choudhary,3464,Other,26-35,29,Single,Tamil Nadu,South,Doctor,Midnight’s Children,3,2024.92
115733,Deepak Choudhary,4702,Female,60+,63,Single,UP,North,Business,Ramayana,5,8854.81
115734,Rahul Singh,3762,Male,26-35,68,Married,Delhi,Central,Business,Gitanjali,7,7449.47
115735,Neha Gupta,1949,Female,18-25,48,Divorced,Karnataka,East,Engineer,Malgudi Days,8,7435
115736,Priya Verma,3592,Female,18-25,65,Widowed,West Bengal,Central,Engineer,The Guide,8,4147.26
115737,Rahul Singh,3743,Female,36-45,,Married,Gujarat,West,Other,Interpreter of Maladies,7,6889.31
115738,Priya Verma,2657,Female,36-45,29,Divorced,UP,West,Artist,Ramayana,1,8854.81
115739,Arjun Reddy,,Female,60+,59,Single,West Bengal,South,Other,Interpreter of Maladies,7,6889.31
115740,Kavita Joshi,3579,Male,36-45,40,Married,West Bengal,South,Other,A Suitable Boy,8,2590.53
115741,Amit Sharma,4410,Female,60+,32,Widowed,Karnataka,East,Other,A Suitable Boy,8,2590.53
115742,Amit Sharma,4979,Other,18-25,31,Widowed,,East,Other,Train to Pakistan,9,6049.98
115743,Rahul Singh,4061,Female,26-35,27,Married,UP,Central,Engineer,The White Tiger,3,255.08
115744,Priya Verma,1690,Female,18-25,25,Married,Maharashtra,South,Doctor,A Suitable Boy,3,2590.53
115745,Kavita Joshi,3469,Female,60+,42,Single,Karnataka,North,Engineer,Interpreter of Maladies,2,6889.31
